text,label,clean_text
RT @CoryLafon: I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;,offensive,rt i just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p
RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;,offensive,rt i love girls who arent afraid to encourage or compliment the next chick bitches hate so much now thats its refreshin
RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4,normal,rt parque de atracciones abandonado en japn
RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,hate,rt this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp stereotypi
"RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced 

&#128590;&#128589;&#128105;&#128117;",normal,rt me waiting on you to take me to ny with you to get my nips pierced
"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;",offensive,rt bitch you love every team but the us lol rt this is the game ive been waiting for i sincerely love both of these
"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;",offensive,rt btw hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about she needs to be aske
"RT @CourtneySuvak_: &#8220;@Dory: ""what are you twelve""

yeah on a scale of one to ten 

bitch&#8221;",offensive,rt what are you twelve yeah on a scale of one to ten bitch
"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes",offensive,rt cruising down the street in my jockin the bitches slappin the hoes
RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ,offensive,rt when you eat the pussy so good she cant control her moans
RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,offensive,rt a girl knows when a bitch likes her boyfriend
RT @CraziestSex: Eat her pussy and look at her like &#128540;&#128541;&#128514; http://t.co/mIgiYMGRJt,offensive,rt eat her pussy and look at her like
"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;",offensive,rt sex on st date dont mean you a hoe waiting days wont make you a wife cute pics dont mean yall happy having a title
RT @CraziestSex: Sucking dick &amp; eating pussy is apart of sex. If you think it's nasty then maybe your ass is too YOUNG to be fucking in the&#8230;,offensive,rt sucking dick amp eating pussy is apart of sex if you think its nasty then maybe your ass is too young to be fucking in the
RT @CraziestSex: hmu when you stop bein a lil bitch,offensive,rt hmu when you stop bein a lil bitch
RT @CraziestSex: hoes these days be like &#128514; http://t.co/AvlwKKD8rW,offensive,rt hoes these days be like
RT @CraziestSex: if you don't eat pussy you're childish and immature.,offensive,rt if you dont eat pussy youre childish and immature
RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF,offensive,rt she killed that bitch
RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;,offensive,rt no girl sucks dick but somehow all dudes get head dudes only fuck bad bitches yet all these ugly girls getting pregnant
"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK",offensive,rt uhh bitch dont tell him bless you when he sneeze he got all the blessings he need with me
RT @CreepGawddess: Having a friend that's a hoe but boring is probably depressing.,offensive,rt having a friend thats a hoe but boring is probably depressing
RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.,offensive,rt wait what rt a random number for some pussy
"RT @CreepyScout: Bend over.

And pick up that trash.",normal,rt bend over and pick up that trash
RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj,offensive,rt but bitches do that too
"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers",offensive,rt im getting tired of these same ol no hope broke bitches no job all they wanna do is twerk and smoke swishers
RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA,offensive,rt when said fast bitch i call her bizzy busy cause she only bone thugs
RT @CrownHer: Takes a ho bath RT @1stZodiacSign: He's terrified of water. How TF does he wash himself everyday? lol.,offensive,rt takes a ho bath rt hes terrified of water how tf does he wash himself everyday lol
RT @Crownthatbitch: Your pussy so bomb I call it dynamite,offensive,rt your pussy so bomb i call it dynamite
RT @Cspen335: Right you are! Have you heard of the 'dodo' bird? He's the one with Obama on his ass! http://t.co/0qHypwxzYh,offensive,rt right you are have you heard of the dodo bird hes the one with obama on his ass
RT @CuffYoFee: I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system,offensive,rt i take a bitch to houstons she better not speak to another nigga while the meal still in her digestive system
"RT @Cuff_no_Slut: Hate basic bitches,",offensive,rt hate basic bitches
RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,hate,rt is that kawhi leonard smh rt wow u really gonna leak ou nvm rt ion need i fuc nig
RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh,offensive,rt hoes is hoes niggas be mad cuhz they be tryna cuff the hoes cuh
RT @CuhCuhCuh: I got NO love for bitches or bitch niggas cuh,offensive,rt i got no love for bitches or bitch niggas cuh
"RT @CuhCuhCuh: When a bitch say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;",offensive,rt when a bitch say i love you hit her wit the reverse psychology amp say do you it work of the time cuh the other g
RT @CuhCuhCuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh,offensive,rt bitches brag about goin to the gym and still be shaped like a patron bottle cuh
RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh,offensive,rt bitches is twerkin on camera while they kid watchin sponge bob cuh
"RT @CuhCuhCuh: bitches name they make up off of instagram filters cuh this bitch was lookin like ""Rise"" the other day",offensive,rt bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day
RT @CuhCuhCuh: bitches who smoke cigs are disgusting cuh,offensive,rt bitches who smoke cigs are disgusting cuh
RT @CuhCuhCuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh,offensive,rt fat bitches dont like liftin up they arms in the summer all that dampness cuh
RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh,offensive,rt idk why skinny bitches think they got ass cuh
RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh,offensive,rt if a bitch let me hit ill leave her crippled cuh
RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh,offensive,rt if a bitch tell you she got cheated on more than times its somethin wrong with that hoe cuh
RT @CuhCuhCuh: if the pussy not fartin u not fuccin right cuh,offensive,rt if the pussy not fartin u not fuccin right cuh
RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc,offensive,rt its some sexy ugly bitches in the world cuh that ill fucc
RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,offensive,rt these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
RT @CuhCuhCuh: white hoes still wear UGG's in hot ass weather cuh,offensive,rt white hoes still wear uggs in hot ass weather cuh
RT @CumminsSamantha: LOL @ you for being a dumb bitch.,offensive,rt lol you for being a dumb bitch
"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;",offensive,rt being so wrapped up in love that you stop doing well for you is what middle schoolers do dumb bitch i want just want mo
RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;,offensive,rt all that high fashion leather gear u wearin to impress a bitchi got at her wit a dickie shirt and some adidas slides
RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..,offensive,rt and if a bitch cant respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly
RT @CurrenSy_Spitta: Don't Neva check a real nigga....... Check a hoe,offensive,rt dont neva check a real nigga check a hoe
RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit,offensive,rt fuckin hoe ass click it or ticket dollars n shit
RT @CurrenSy_Spitta: I never bought a bitch....,offensive,rt i never bought a bitch
RT @CurrenSy_Spitta: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..,offensive,rt i will not buy your bitch no red bottoms so dont even worry bout that cuzzo
RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....,offensive,rt some bitches think a trucker hat automatically makes them a model
"RT @Curvables: She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJl&#8230;",offensive,rt she play quarterback and got a cheerleader girlfriend yupp this hoe more of a man than ill ever be
"RT @Curvables: Teachers always assign homework like we don't have no life, bitch I gotta go home and tweet.",offensive,rt teachers always assign homework like we dont have no life bitch i gotta go home and tweet
"RT @Curvables: Teachers always think they slick, bitches be subtweeting you in class and shit.",offensive,rt teachers always think they slick bitches be subtweeting you in class and shit
"RT @Curvables: This bitch arguing with my dad 
https://t.co/K0394O7Z8d",offensive,rt this bitch arguing with my dad
RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd,normal,rt i cant wait to wear warm fuzzy sweaters
RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,normal,rt baby monkey in the snow im crying
"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch""",hate,rt is dis wrong if you fuck wit a lame nigga you a lame bitch
RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches,offensive,rt if byron leftwich fucks as hard as he throws then he kills bitches
RT @CyFyre: @WesOrrJames love you too my nig #squad,normal,rt love you too my nig squad
"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;",offensive,rt hey liberalsmeet future majority leader of the us senateenjoy payback is a bitch p stoprush waar
"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA.",offensive,rt to the retards chanting usa at the fc dallas game kansas is in the usa
"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",normal,rt im finally ready to mass market my skidmarkresistant tighty whities but apparently uncrustables is already taken fu
"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;",offensive,rt bitches be having no job no future no education amp have the nerve to say all these niggas want is pussy bitch cause that
RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,hate,rt stfu faggot a clip is holy fucking tittyy shit
